Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Africa Eastern and Southern,AFE,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.60230247,61.06785527,61.15207007,61.18690758,61.0705267,60.71188612,60.88644827,60.86795086,60.78210629,60.67508046,60.5806044,60.30794586,60.09903726,59.74287422,59.57941556,59.01371517,58.55917887,58.34844393,58.31101735,57.71167954,56.83192696,56.34151767,56.30199731,55.40561881,54.81906244,54.41169581,54.00783917,53.5056912,53.14357861,54.07909814,53.66055723,
Africa Eastern and Southern,AFE,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.008909027,0.709792197,0.740314679,,,,
Africa Eastern and Southern,AFE,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.73809678,82.74771773,82.74569564,82.800595,82.75662902,82.52079685,82.4262441,82.36197191,82.3105931,82.2722293,82.18316651,82.21738936,82.3084455,82.23461979,82.46285711,82.31035936,81.9948434,81.59766904,81.67142528,82.19202677,81.44807265,80.98901332,80.5842635,80.16144978,79.86613328,79.80507581,79.58539586,79.35525686,79.32561369,80.16858001,80.12570741,
Africa Eastern and Southern,AFE,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.63280091,69.0060368,69.27732218,69.5777319,69.68875734,69.49154521,69.61670104,69.6758121,69.73212425,69.93423583,69.99199746,70.23920989,70.49316105,70.51667436,70.60138183,70.56805815,70.10510071,69.88616936,70.10727061,70.22020321,69.55053015,69.11730047,68.66657221,68.1258303,67.72956244,67.63275197,67.46879975,67.27962019,67.27330823,68.72634074,68.3655591,
Africa Eastern and Southern,AFE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.05888977,75.28313348,75.4449257,75.6517164,75.71364689,75.51211202,75.54546295,75.55733118,75.57499468,75.67674188,75.67985452,75.83170455,76.02260116,76.02164393,76.17167507,76.0888978,75.69895204,75.41662803,75.56858364,75.8466617,75.1486887,74.70247984,74.27313635,73.78660333,73.43595398,73.35967983,73.18399153,72.98360837,72.98100237,74.10464232,73.89130558,
Africa Eastern and Southern,AFE,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,2432101423,2684674032,3210936622,3799338871,4795272823,5112457648,4694160888,4330182570,4208151495,4215094198,4184224047,4930406666,5231176057,6143891165,7129359153,6735039069,7165570342,7678202537,8678097700,10296375300,11078322647,11830831948,12071155791,12457185989,11058008337,11423762058,11959326933,16531803838,19806877703,22801223360,26900169926,30379823919,31354154117,29487812195,34709895368,39899615050,42843474046,42931790262,44705462206,41894387949,40074109691,44449527899,48081867633,47145523081,28607893732,33870657765,
Africa Eastern and Southern,AFE,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.2352941,680.4285714,680.125,678.875,678.875,699.4166667,677.5416667,672.7083333,682.0833333,652.88,643.04,642.64,640.0384615,643.5,648.1153846,647,644.6923077,,,
Africa Eastern and Southern,AFE,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.61764706,71.64285714,66.77083333,60.0625,54.4375,47.77083333,46.52083333,43.72916667,37.39583333,35.4,33.12,32.32,32.03846154,31.57692308,29.28846154,27.82692308,26.82692308,,,
Africa Eastern and Southern,AFE,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64705882,71.71428571,66.83333333,60.125,54.5,47.83333333,46.58333333,43.79166667,37.45833333,35.46,33.18,32.38,32.09615385,31.63461538,29.32692308,27.84615385,26.84615385,,,
Africa Eastern and Southern,AFE,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.58823529,71.57142857,66.70833333,60,54.375,47.70833333,46.45833333,43.66666667,37.33333333,35.34,33.06,32.26,31.98076923,31.51923077,29.25,27.80769231,26.80769231,,,
Africa Eastern and Southern,AFE,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.788888889,
Africa Western and Central,AFW,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Agricultural land (% of land area),AG.LND.AGRI.ZS,,32.94575519,33.06198586,33.31809479,33.44622719,33.71230122,33.69399265,33.66474071,33.76478736,34.38856783,33.97995375,33.81713974,33.35524585,33.92396906,33.41188214,33.36715021,33.43911747,32.96585811,32.84580213,32.82933036,33.17313709,32.79760286,32.99747507,33.12637495,33.60107144,33.92398444,34.57776997,34.60452277,34.79201351,34.86508626,35.12719743,35.3489541,35.55893289,35.78359533,36.09166462,36.28658115,36.51145639,36.73168859,36.72956959,36.93664261,37.02985038,37.35735757,37.44796314,37.71766105,37.65432743,38.33823286,38.33011835,38.47710159,38.7434963,38.86469956,39.03922824,39.10586041,39.27151887,39.49631873,39.52084287,39.5473182,39.64395797,39.68477014,39.70718501,39.72482859,39.74266213,,
Africa Western and Central,AFW,Agricultural land (sq. km),AG.LND.AGRI.K2,,2980464.1,2990979,3014148.1,3025739.7,3049810.3,3048154,3045507.7,3054558.5,3110989.3,3074023.7,3059294.6,3017509,3068959,3022499,3018319,3024829,2982019,2971159,2969669,3000769,2966799,2984879,2996539,3039479,3068689,3127829,3130249,3147209,3153819,3177529,3197588.62,3216582.84,3236905.31,3264772.58,3282404.3,3302746.02,3322667.74,3322476.06,3341207.43,3349638.8,3379264.38,3387460.36,3411856.64,3406127.62,3467992.2,3467258.18,3480553.96,3504651.44,3515615.22,3531402.7,3537430.1,3552415.2,3572750.1,3574968.5,3577363.4,3586105.221,3589797,3591824.6,3593420.6,3595031,,
Africa Western and Central,AFW,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,2733,3772,4577,5404,6364,7205,7960,8640,9733,10765,11735,12696,13808,14818,15172,16301,17690,18767,19847,21269,22299,23124,23736,24403,25100,25807,26797,27596,28498,29237,30035,30447,31305,32117,33228,32722,34376,35930,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.167334634,0.904468638,1.767165711,2.761149613,4.321315775,11.9891082,18.39620494,25.56742134,29.14786202,31.82067735,38.01773892,44.18251549,53.76213243,60.00596621,59.62394117,61.95454641,58.99341015,57.64895548,55.74869506,54.03653327,56.24500099,
Africa Western and Central,AFW,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2005,2173,2361,2547,2730,2904,3088,3275,3454,3659,4003,4215,4525,4775,4909,5130,5402,5748,5999,6234,6588,6878,7250,7618,7827,8933,6572,7103,11857,26943,8425,16565,18654,18757,16440,18244,21783,25696,23779,26917,32940,32564,39341,34395,47659,60807,90503,92700,153283,165031,217096.6,248594.87,289516.8,321637.85,363662,377775.16,379092.63,374421.26,393053.74,371991.3,356453.65,399490.5,
Africa Western and Central,AFW,Arable land (% of land area),AG.LND.ARBL.ZS,,6.984021586,7.076486363,7.331710989,7.445694395,7.698172127,7.689369906,7.696153685,7.795094942,8.40107864,7.985058442,7.831529705,7.361455931,7.910834813,7.372504195,7.3093752,7.360780386,6.764811879,6.601973517,6.536970831,6.787253283,6.405086129,6.560628271,6.597219919,7.020511222,7.271456967,7.822321569,7.813919861,7.908881268,7.923805355,8.102673291,8.428902759,8.574163864,8.717103445,8.854957781,9.223637984,9.445730495,9.538149281,9.624443663,9.814543356,9.788962367,9.692024347,9.863834849,10.18488953,10.06170059,10.30323753,10.34878695,10.46596977,10.57637263,10.20164651,10.43768807,10.59040238,10.83440455,11.02069805,11.015007,11.00983,11.09309203,11.11002479,11.10484779,11.0996929,11.09490587,,
Africa Western and Central,AFW,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.911654556,1.905187197,1.907489907,1.90917986,1.903340875,1.893073264,1.865448091,1.832170239,1.816079095,1.780266317,1.783179856,1.806024125,1.82383427,1.859123241,1.89179651,1.896567648,1.934942892,1.945758344,1.942143816,1.953498387,1.988072235,2.025211485,2.022205333,2.045684809,2.067461783,2.154164664,2.127490306,2.128934896,2.124600593,2.023163608,2.031536755,
Africa Western and Central,AFW,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.59785326,60.39298852,60.28843095,60.0644496,59.86816142,59.54209494,59.0881669,58.59532535,58.15107065,57.52388744,56.99733174,56.5026235,55.80560626,55.00001517,54.4206666,53.86742566,53.08245787,52.27298423,51.39835934,50.40905274,49.82446276,49.06510102,48.41566288,46.82503853,45.62976501,45.64358039,45.17991651,44.54413164,44.31363022,44.37566434,43.86961692,
Africa Western and Central,AFW,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.16177026,56.88722658,56.65444304,56.34670175,56.13993091,55.77529352,55.29164953,54.6727415,54.20783358,53.92047735,53.22251046,52.52589461,51.89779953,51.28731135,50.68002095,50.07525546,49.23370218,48.31740373,47.26301965,46.28725638,45.70442957,44.69254786,43.71069173,41.79569446,40.21715186,40.15741588,39.91464259,39.47600516,39.36496021,38.70480436,38.33427809,
Africa Western and Central,AFW,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.50215958,63.34881152,63.35377531,63.20429183,63.02333973,62.73029195,62.30383909,61.92099319,61.49879952,60.59053724,60.20799955,59.88306464,59.12153378,58.14415402,57.58224202,57.06174187,56.31993388,55.59164646,54.85944866,53.85080908,53.26344023,52.70114022,52.31603664,50.9666197,50.06006341,50.0955049,49.41540698,48.58152154,48.23100301,48.84041988,48.23144722,
Africa Western and Central,AFW,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732060101,0.741138289,0.594910477,0.566640936,0.578774344,0.593150607,0.585766292,0.650871804,0.775834206,0.790806843,,
Africa Western and Central,AFW,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23287467,91.20771926,91.24818584,91.28339361,91.30441963,91.27763753,91.20692396,91.12439005,91.08072333,90.90377883,90.77359993,90.50075693,90.27336785,90.07998545,89.87058395,89.60158427,89.48480842,89.21216132,88.87756493,88.50953057,88.23514116,88.24052268,88.4520619,88.19446498,87.87624812,87.55145006,87.27299413,86.79464639,86.26300637,87.21045118,86.94986048,
Africa Western and Central,AFW,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25259645,81.29842734,81.37874808,81.35060408,81.34180489,81.24064439,81.00118932,80.75596532,80.55365555,80.38915081,80.00272487,79.73097995,79.55991716,79.21330867,78.94713542,78.70114943,78.37101113,78.00913403,77.69690309,77.23968312,76.90235589,76.59708965,76.63177376,76.39282874,76.11847327,75.92538161,75.56644467,75.14195499,74.57601308,76.41066101,75.90692776,
Africa Western and Central,AFW,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.80823357,85.81516367,85.87850133,85.88242999,85.8916105,85.82434532,85.66291653,85.49410692,85.36646721,85.20100151,84.92962943,84.6549134,84.4537734,84.17192187,83.92788559,83.66431807,83.4297484,83.1010769,82.77115468,82.34815313,82.04167066,81.87065508,81.98138355,81.70492831,81.39673928,81.11695352,80.78737827,80.34185139,79.79796308,81.21759051,80.81187359,
Africa Western and Central,AFW,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,1715177483,2373474861,2911288600,3474487446,3233531895,2452299057,2280026033,2173213110,2143571846,2240199134,2363303289,2743625685,3098455943,3749091908,3682230379,4002490517,3943763544,2819005204,2745422241,2914728156,2807801491,3336294132,4407859007,5648611953,5970147855,7292891002,8714663470,9554619373,8191304460,9537631894,10321385032,12195475134,11375594214,12581950748,14375794884,14259607912,14550812727,13953894208,18136266144,19056023315,21392927724,23409780607,26802461423,20372370478,22566521963,
Africa Western and Central,AFW,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.6666667,623.6666667,694.75,723.5714286,720.4761905,719.047619,715.047619,714.7619048,713.3333333,712.047619,701.5759091,697.0304545,692.485,696.5759091,682.9395455,680.6668182,667.0454545,,,
Africa Western and Central,AFW,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,43.8,59.525,59.83333333,55.83333333,54.95238095,50.80952381,49.80952381,37.61904762,35.76190476,29.33181818,25.42272727,25.17272727,24.2,17.90454545,17.74545455,15.25909091,,,
Africa Western and Central,AFW,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46666667,43.86666667,59.6,59.9047619,55.9047619,55.04761905,50.9047619,49.9047619,37.71428571,35.85714286,29.42272727,25.51363636,25.26363636,24.29181818,17.99636364,17.83727273,15.35136364,,,
Africa Western and Central,AFW,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.33333333,43.73333333,59.45,59.76190476,55.76190476,54.85714286,50.71428571,49.71428571,37.52380952,35.66666667,29.24090909,25.33181818,25.08181818,24.11,17.81454545,17.65545455,15.16954545,,,
Africa Western and Central,AFW,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05882353,
Arab World,ARB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,30.9811937,30.98244265,31.00683388,31.01778054,31.04224524,31.05017973,31.10300291,31.133345,31.19020889,31.2542726,31.38636726,31.49972769,31.49658768,31.55058649,31.52950124,31.59973643,31.62199716,31.66607782,31.67849388,31.75886761,31.45424086,31.48015588,31.52860052,31.94212268,32.44202971,33.02639234,33.58285192,34.18683045,34.69763715,35.10930645,35.15972003,35.3209725,36.09585061,36.75422959,37.38644379,37.98259419,38.49337516,39.11826905,39.64700699,39.64771963,39.68246248,39.77276893,39.95252163,40.00591864,40.10535843,40.12416218,40.16957636,40.10858298,40.11759423,40.16045326,40.17284222,36.484107,36.53275501,36.52950799,36.5655321,36.62775186,36.67354572,36.65911235,36.59793602,36.65964716,,
Arab World,ARB,Agricultural land (sq. km),AG.LND.AGRI.K2,,4216990,4217160,4220480,4221970,4225300,4226380,4233570,4237700,4245440,4254160,4272140,4287570,4287130,4294480,4291610,4301170,4304200,4310200,4311890,4322830,4281366,4284893.4,4291487.4,4347773.6,4415818,4495358,4571100,4653310,4722838,4778872,4785734,4807689.8,4913161.8,5002776.6,5088830,5169974.6,5239499.2,5324556.2,5396525,5396622,5401351,5413643,5438038,5445302,5458841,5461424.5,5467614,5459316,5459535.6,5465365,5467053,4779721.2,4786024.35,4785555.5,4790277.771,4798429.254,4804428.859,4802538.011,4794529.809,4802615.039,,
Arab World,ARB,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,73480,76900,81263,86067,91117,97645,112317,117242,124571,130247,136421,147694,156011,165663,177135,186160,191633,207256,224684,236194,255349,271006,284477,300881,328165,344694,356674,364636,360566,383795,402168,404817,432671,437605,471322,471137,474365,481333,480922,431725,415084,347852,351046,358333,367073,376490,,,,,,,,,,,,,,,,
Arab World,ARB,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Aquaculture production (metric tons),ER.FSH.AQUA.MT,4600,5200,5200,6000,7000,6200,5904,5610,5617,5928,6046,7145,8556,10067,10873,11396,13900,16233,18554,20830,23325,25837,29390,30877,34269,49929,53736,54769,62285,69066,70522,70649,78320,65086,70944,87973,109249,105662,165476,246418,360829,364763,398297,476490,514596.4,590726,643697,688843.4,756494.12,771354.48,987772.06,1043089.19,1084942.22,1150204.75,1215580.99,1259586.29,1474092.96,1539030.57,1739351.12,1789687.92,1765542.78,1767061.18,
Arab World,ARB,Arable land (% of land area),AG.LND.ARBL.ZS,,3.385237915,3.386854201,3.403604803,3.431449006,3.46553795,3.457309584,3.47846824,3.470607212,3.488019022,3.508516469,3.530262865,3.570963889,3.579349709,3.608810284,3.613585689,3.65340522,3.645103362,3.662588691,3.654433769,3.647674734,3.671742775,3.686123356,3.674177497,3.709267173,3.731486765,3.755069919,3.791671561,3.80026729,3.809803407,3.851856358,3.904253571,3.965195136,4.140356734,4.127167819,4.205729728,4.251019603,4.222033672,4.216134218,4.194415708,4.118229744,4.114431466,4.148990654,4.286938798,4.238408533,4.294256274,4.248235163,4.279647597,4.217211221,4.226410777,4.243036301,4.243552788,4.432892081,4.456819244,4.444468617,4.472685154,4.537552293,4.594424287,4.585729364,4.528778676,4.596191648,,
Arab World,ARB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.922341819,6.963974259,6.897004672,7.156322362,7.149020594,6.927778127,6.675631503,6.977354105,7.121398039,7.339363819,7.447192379,7.212869219,7.329320608,7.222328039,6.620217588,6.338492962,6.484816283,6.617940805,6.434052325,6.378370945,6.442181596,6.434752419,5.679038784,5.941375013,5.434571787,4.989645594,4.918586362,5.294678369,4.689116834,4.686728024,4.706947547,
Arab World,ARB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5637303,32.64106587,31.7569153,31.48042451,31.10849668,30.2502197,30.12979489,29.52646237,28.94897934,29.00616191,28.146621,27.59655261,27.46995005,27.54781846,26.66518763,25.8892915,25.26146393,24.19207809,23.23887515,22.2864617,21.94183486,21.22421637,21.09463758,20.70910804,20.02203387,19.51142729,19.2048755,18.13387646,17.83935695,17.79487179,17.55609087,
Arab World,ARB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.54906249,44.08477368,41.69731754,41.78316486,41.26089113,39.47976181,40.34252983,38.80712947,38.05887007,40.07538302,37.30447332,35.81077325,36.73906755,37.87585567,37.07040326,35.40662148,35.58906975,34.14548347,33.61557672,32.15521063,31.15204591,29.00682441,29.86094922,29.64330772,27.91223296,27.07541108,26.72381086,23.85641219,23.18427898,22.32089228,22.32820578,
